country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB","10-03-2025 23:00:00",17.429398,78.569354,PM2.5,50,56,53
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB","10-03-2025 23:00:00",17.460103,78.334361,PM2.5,22,55,36
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB","10-03-2025 23:00:00",17.460103,78.334361,SO2,2,9,6
India,TamilNadu,Salem,"Sona College of Technology, Salem - TNPCB","10-03-2025 23:00:00",11.679111,78.125052,NO2,12,12,12
India,TamilNadu,Salem,"Sona College of Technology, Salem - TNPCB","10-03-2025 23:00:00",11.679111,78.125052,NH3,3,3,3
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB","10-03-2025 23:00:00",27.23711,78.01936,PM2.5,31,155,72
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB","10-03-2025 23:00:00",27.23711,78.01936,NH3,1,2,1
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB","10-03-2025 23:00:00",25.4547,78.6039,PM10,12,67,23
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB","10-03-2025 23:00:00",25.4547,78.6039,NH3,4,4,4
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB","10-03-2025 23:00:00",26.428282,80.327067,NO2,22,23,23
